,ECG_1,ECG_2,Time_Adjusted
291,,,0.8083333333333333
292,,,0.8111111111111111
293,,,0.8138888888888889
294,,,0.8166666666666667
295,,,0.8194444444444444
296,,,0.8222222222222222
297,,,0.825
298,,,0.8277777777777777
299,,,0.8305555555555556
300,,,0.8333333333333334
301,,,0.8361111111111111
302,,,0.8388888888888889
303,,,0.8416666666666667
304,,,0.8444444444444444
305,,,0.8472222222222222
306,,,0.85
307,,,0.8527777777777777
308,,,0.8555555555555555
309,,,0.8583333333333333
310,,,0.8611111111111112
311,,,0.8638888888888889
312,,,0.8666666666666667
313,,,0.8694444444444445
314,,,0.8722222222222222
315,,,0.875
316,,,0.8777777777777778
317,,,0.8805555555555555
318,,,0.8833333333333333
319,,,0.8861111111111111
320,,,0.8888888888888888
321,,,0.8916666666666667
322,,,0.8944444444444445
323,,,0.8972222222222223
324,,,0.9
325,,,0.9027777777777778
326,,,0.9055555555555556
327,,,0.9083333333333333
328,,,0.9111111111111111
329,,,0.9138888888888889
330,,,0.9166666666666666
331,,,0.9194444444444444
332,,,0.9222222222222223
333,,,0.925
334,,,0.9277777777777778
335,,,0.9305555555555556
336,,,0.9333333333333333
337,,,0.9361111111111111
338,,,0.9388888888888889
339,,,0.9416666666666667
340,,,0.9444444444444444
341,,,0.9472222222222222
342,,,0.95
343,,,0.9527777777777777
344,,,0.9555555555555556
345,,,0.9583333333333334
346,,,0.9611111111111111
347,,,0.9638888888888889
348,,,0.9666666666666667
349,,,0.9694444444444444
350,,,0.9722222222222222
351,,,0.975
352,,,0.9777777777777777
353,,,0.9805555555555555
354,,,0.9833333333333333
355,,,0.9861111111111112
356,,,0.9888888888888889
357,,,0.9916666666666667
358,,,0.9944444444444445
359,,,0.9972222222222222
360,,,1.0
361,,,1.0027777777777778
362,,,1.0055555555555555
363,,,1.0083333333333333
364,,,1.011111111111111
365,,,1.0138888888888888
366,,,1.0166666666666666
367,,,1.0194444444444444
368,,,1.0222222222222221
369,,,1.025
370,,,1.0277777777777777
371,,,1.0305555555555554
372,,,1.0333333333333334
373,,,1.0361111111111112
374,,,1.038888888888889
375,,,1.0416666666666667
376,,,1.0444444444444445
377,,,1.0472222222222223
378,,,1.05
379,,,1.0527777777777778
380,,,1.0555555555555556
381,,,1.0583333333333333
382,,,1.0611111111111111
383,,,1.0638888888888889
384,,,1.0666666666666667
385,,,1.0694444444444444
386,,,1.0722222222222222
387,,,1.075
388,,,1.0777777777777777
389,,,1.0805555555555555
390,,,1.0833333333333333
391,,,1.086111111111111
392,,,1.0888888888888888
393,,,1.0916666666666666
394,,,1.0944444444444446
395,,,1.0972222222222223
396,,,1.1
397,,,1.1027777777777779
398,,,1.1055555555555556
399,,,1.1083333333333334
400,,,1.1111111111111112
401,,,1.113888888888889
402,,,1.1166666666666667
403,,,1.1194444444444445
404,,,1.1222222222222222
405,,,1.125
406,,,1.1277777777777778
407,,,1.1305555555555555
408,,,1.1333333333333333
409,,,1.136111111111111
410,,,1.1388888888888888
411,,,1.1416666666666666
412,,,1.1444444444444444
413,,,1.1472222222222221
414,,,1.15
415,,,1.1527777777777777
416,,,1.1555555555555554
417,,,1.1583333333333334
418,,,1.1611111111111112
419,,,1.163888888888889
420,,,1.1666666666666667
421,,,1.1694444444444445
422,,,1.1722222222222223
423,,,1.175
424,,,1.1777777777777778
425,,,1.1805555555555556
426,,,1.1833333333333333
427,,,1.1861111111111111
428,,,1.1888888888888889
429,,,1.1916666666666667
430,,,1.1944444444444444
431,,,1.1972222222222222
432,,,1.2
433,,,1.2027777777777777
434,,,1.2055555555555555
435,,,1.2083333333333333
436,,,1.211111111111111
437,,,1.2138888888888888
438,,,1.2166666666666666
439,,,1.2194444444444446
440,,,1.2222222222222223
441,,,1.225
442,,,1.2277777777777779
443,,,1.2305555555555556
444,,,1.2333333333333334
445,,,1.2361111111111112
446,,,1.238888888888889
447,,,1.2416666666666667
448,,,1.2444444444444445
449,,,1.2472222222222222
450,,,1.25
451,,,1.2527777777777778
452,,,1.2555555555555555
453,,,1.2583333333333333
454,,,1.261111111111111
455,,,1.2638888888888888
456,,,1.2666666666666666
457,,,1.2694444444444444
458,,,1.2722222222222221
459,,,1.275
460,,,1.2777777777777777
461,,,1.2805555555555554
462,,,1.2833333333333334
463,,,1.2861111111111112
464,,,1.288888888888889
465,,,1.2916666666666667
466,,,1.2944444444444445
467,,,1.2972222222222223
468,,,1.3
469,,,1.3027777777777778
470,,,1.3055555555555556
471,,,1.3083333333333333
472,,,1.3111111111111111
473,,,1.3138888888888889
474,,,1.3166666666666667
475,,,1.3194444444444444
476,,,1.3222222222222222
477,,,1.325
478,,,1.3277777777777777
479,,,1.3305555555555555
480,,,1.3333333333333333
481,,,1.336111111111111
482,,,1.3388888888888888
483,,,1.3416666666666666
484,,,1.3444444444444446
485,,,1.3472222222222223
486,,,1.35
487,,,1.3527777777777779
488,,,1.3555555555555556
489,,,1.3583333333333334
490,,,1.3611111111111112
491,,,1.363888888888889
492,,,1.3666666666666667
493,,,1.3694444444444445
494,,,1.3722222222222222
495,,,1.375
496,,,1.3777777777777778
497,,,1.3805555555555555
498,,,1.3833333333333333
499,,,1.386111111111111
500,,,1.3888888888888888
501,,,1.3916666666666666
502,,,1.3944444444444444
503,,,1.3972222222222221
504,,,1.4
505,,,1.4027777777777777
506,,,1.4055555555555554
507,,,1.4083333333333334
508,,,1.4111111111111112
509,,,1.413888888888889
510,,,1.4166666666666667
511,,,1.4194444444444445
512,,,1.4222222222222223
513,,,1.425
514,,,1.4277777777777778
515,,,1.4305555555555556
516,,,1.4333333333333333
517,,,1.4361111111111111
518,,,1.4388888888888889
519,,,1.4416666666666667
520,,,1.4444444444444444
521,,,1.4472222222222222
522,,,1.45
523,,,1.4527777777777777
524,,,1.4555555555555555
525,,,1.4583333333333333
526,,,1.461111111111111
527,,,1.4638888888888888
528,,,1.4666666666666666
529,,,1.4694444444444446
530,,,1.4722222222222223
531,,,1.475
532,,,1.4777777777777779
533,,,1.4805555555555556
534,,,1.4833333333333334
535,,,1.4861111111111112
536,,,1.488888888888889
537,,,1.4916666666666667
538,,,1.4944444444444445
539,,,1.4972222222222222
540,,,1.5
541,,,1.5027777777777778
542,,,1.5055555555555555
543,,,1.5083333333333333
544,,,1.511111111111111
545,,,1.5138888888888888
546,,,1.5166666666666666
547,,,1.5194444444444444
548,,,1.5222222222222221
549,,,1.525
550,,,1.5277777777777777
551,,,1.5305555555555554
552,,,1.5333333333333334
553,,,1.5361111111111112
554,,,1.538888888888889
555,,,1.5416666666666667
556,,,1.5444444444444445
557,,,1.5472222222222223
558,,,1.55
559,,,1.5527777777777778
560,,,1.5555555555555556
561,,,1.5583333333333333
562,,,1.5611111111111111
563,,,1.5638888888888889
564,,,1.5666666666666667
565,,,1.5694444444444444
566,,,1.5722222222222222
567,,,1.575
568,,,1.5777777777777777
569,,,1.5805555555555555
570,,,1.5833333333333333
571,,,1.586111111111111
572,,,1.5888888888888888
573,,,1.5916666666666666
574,,,1.5944444444444446
575,,,1.5972222222222223
576,,,1.6
577,,,1.6027777777777779
578,,,1.6055555555555556
579,,,1.6083333333333334
580,,,1.6111111111111112
581,,,1.613888888888889
582,,,1.6166666666666667
583,,,1.6194444444444445
584,,,1.6222222222222222
585,,,1.625
586,,,1.6277777777777778
587,,,1.6305555555555555
588,,,1.6333333333333333
589,,,1.636111111111111
590,,,1.6388888888888888
591,,,1.6416666666666666
592,,,1.6444444444444444
593,,,1.6472222222222221
594,,,1.65
595,,,1.6527777777777777
596,,,1.6555555555555554
597,,,1.6583333333333334
598,,,1.6611111111111112
599,,,1.663888888888889
600,,,1.6666666666666667
601,,,1.6694444444444445
602,,,1.6722222222222223
603,,,1.675
604,,,1.6777777777777778
605,,,1.6805555555555556
606,,,1.6833333333333333
607,,,1.6861111111111111
608,,,1.6888888888888889
609,,,1.6916666666666667
610,,,1.6944444444444444
611,,,1.6972222222222222
612,,,1.7
613,,,1.7027777777777777
614,,,1.7055555555555555
615,,,1.7083333333333333
616,,,1.711111111111111
617,,,1.7138888888888888
618,,,1.7166666666666666
619,,,1.7194444444444446
620,,,1.7222222222222223
621,,,1.725
622,,,1.7277777777777779
623,,,1.7305555555555556
624,,,1.7333333333333334
625,,,1.7361111111111112
626,,,1.738888888888889
627,,,1.7416666666666667
628,,,1.7444444444444445
629,,,1.7472222222222222
630,,,1.75
631,,,1.7527777777777778
632,,,1.7555555555555555
633,,,1.7583333333333333
634,,,1.761111111111111
635,,,1.7638888888888888
636,,,1.7666666666666666
637,,,1.7694444444444444
638,,,1.7722222222222221
639,,,1.775
640,,,1.7777777777777777
641,,,1.7805555555555554
642,,,1.7833333333333334
643,,,1.7861111111111112
644,,,1.788888888888889
645,,,1.7916666666666667
646,,,1.7944444444444445
647,,,1.7972222222222223
648,,,1.8
649,,,1.8027777777777778
650,,,1.8055555555555556
651,,,1.8083333333333333
652,,,1.8111111111111111
653,,,1.8138888888888889
654,,,1.8166666666666667
655,,,1.8194444444444444
656,,,1.8222222222222222
657,,,1.825
658,,,1.8277777777777777
659,,,1.8305555555555555
660,,,1.8333333333333333
661,,,1.836111111111111
662,,,1.8388888888888888
663,,,1.8416666666666666
664,,,1.8444444444444446
665,,,1.8472222222222223
666,,,1.85
667,,,1.8527777777777779
668,,,1.8555555555555556
669,,,1.8583333333333334
670,,,1.8611111111111112
671,,,1.863888888888889
672,,,1.8666666666666667
673,,,1.8694444444444445
674,,,1.8722222222222222
675,,,1.875
676,,,1.8777777777777778
677,,,1.8805555555555555
678,,,1.8833333333333333
679,,,1.886111111111111
680,,,1.8888888888888888
681,,,1.8916666666666666
682,,,1.8944444444444444
683,,,1.8972222222222221
684,,,1.9
685,,,1.9027777777777777
686,,,1.9055555555555554
687,,,1.9083333333333334
688,,,1.9111111111111112
689,,,1.913888888888889
690,,,1.9166666666666667
691,,,1.9194444444444445
692,,,1.9222222222222223
693,,,1.925
694,,,1.9277777777777778
695,,,1.9305555555555556
696,,,1.9333333333333333
697,,,1.9361111111111111
698,,,1.9388888888888889
699,,,1.9416666666666667
700,,,1.9444444444444444
701,,,1.9472222222222222
702,,,1.95
703,,,1.9527777777777777
704,,,1.9555555555555555
705,,,1.9583333333333333
706,,,1.961111111111111
707,,,1.9638888888888888
708,,,1.9666666666666666
709,,,1.9694444444444446
710,,,1.9722222222222223
711,,,1.975
712,,,1.9777777777777779
713,,,1.9805555555555556
714,,,1.9833333333333334
715,,,1.9861111111111112
716,,,1.988888888888889
717,,,1.9916666666666667
718,,,1.9944444444444445
719,,,1.9972222222222222
720,,,2.0
721,,,2.0027777777777778
722,,,2.0055555555555555
723,,,2.0083333333333333
724,,,2.011111111111111
725,,,2.013888888888889
726,,,2.0166666666666666
727,,,2.0194444444444444
728,,,2.022222222222222
729,,,2.025
730,,,2.0277777777777777
731,,,2.0305555555555554
732,,,2.033333333333333
733,,,2.036111111111111
734,,,2.0388888888888888
735,,,2.0416666666666665
736,,,2.0444444444444443
737,,,2.047222222222222
738,,,2.05
739,,,2.0527777777777776
740,,,2.0555555555555554
741,,,2.058333333333333
742,,,2.061111111111111
743,,,2.063888888888889
744,,,2.066666666666667
745,,,2.0694444444444446
746,,,2.0722222222222224
747,,,2.075
748,,,2.077777777777778
749,,,2.0805555555555557
750,,,2.0833333333333335
751,,,2.0861111111111112
752,,,2.088888888888889
753,,,2.091666666666667
754,,,2.0944444444444446
755,,,2.0972222222222223
756,,,2.1
757,,,2.102777777777778
758,,,2.1055555555555556
759,,,2.1083333333333334
760,,,2.111111111111111
761,,,2.113888888888889
762,,,2.1166666666666667
763,,,2.1194444444444445
764,,,2.1222222222222222
765,,,2.125
766,,,2.1277777777777778
767,,,2.1305555555555555
768,,,2.1333333333333333
769,,,2.136111111111111
770,,,2.138888888888889
771,,,2.1416666666666666
772,,,2.1444444444444444
773,,,2.147222222222222
774,,,2.15
775,,,2.1527777777777777
776,,,2.1555555555555554
777,,,2.158333333333333
778,,,2.161111111111111
779,,,2.1638888888888888
780,,,2.1666666666666665
781,,,2.1694444444444443
782,,,2.172222222222222
783,,,2.175
784,,,2.1777777777777776
785,,,2.1805555555555554
786,,,2.183333333333333
787,,,2.186111111111111
788,,,2.188888888888889
789,,,2.191666666666667
790,,,2.1944444444444446
791,,,2.1972222222222224
792,,,2.2
793,,,2.202777777777778
794,,,2.2055555555555557
795,,,2.2083333333333335
796,,,2.2111111111111112
797,,,2.213888888888889
798,,,2.216666666666667
799,,,2.2194444444444446
800,,,2.2222222222222223
801,,,2.225
802,,,2.227777777777778
803,,,2.2305555555555556
804,,,2.2333333333333334
805,,,2.236111111111111
806,,,2.238888888888889
807,,,2.2416666666666667
808,,,2.2444444444444445
809,,,2.2472222222222222
810,,,2.25
811,,,2.2527777777777778
812,,,2.2555555555555555
813,,,2.2583333333333333
814,,,2.261111111111111
815,,,2.263888888888889
816,,,2.2666666666666666
817,,,2.2694444444444444
818,,,2.272222222222222
819,,,2.275
820,,,2.2777777777777777
821,,,2.2805555555555554
822,,,2.283333333333333
823,,,2.286111111111111
824,,,2.2888888888888888
825,,,2.2916666666666665
826,,,2.2944444444444443
827,,,2.297222222222222
828,,,2.3
829,,,2.3027777777777776
830,,,2.3055555555555554
831,,,2.308333333333333
832,,,2.311111111111111
833,,,2.313888888888889
834,,,2.316666666666667
835,,,2.3194444444444446
836,,,2.3222222222222224
837,,,2.325
838,,,2.327777777777778
839,,,2.3305555555555557
840,,,2.3333333333333335
841,,,2.3361111111111112
842,,,2.338888888888889
843,,,2.341666666666667
844,,,2.3444444444444446
845,,,2.3472222222222223
846,,,2.35
847,,,2.352777777777778
848,,,2.3555555555555556
849,,,2.3583333333333334
850,,,2.361111111111111
851,,,2.363888888888889
852,,,2.3666666666666667
853,,,2.3694444444444445
854,,,2.3722222222222222
855,,,2.375
856,,,2.3777777777777778
857,,,2.3805555555555555
858,,,2.3833333333333333
859,,,2.386111111111111
860,,,2.388888888888889
861,,,2.3916666666666666
862,,,2.3944444444444444
863,,,2.397222222222222
864,,,2.4
865,,,2.4027777777777777
866,,,2.4055555555555554
867,,,2.408333333333333
868,,,2.411111111111111
869,,,2.4138888888888888
870,,,2.4166666666666665
871,,,2.4194444444444443
872,,,2.422222222222222
873,,,2.425
874,,,2.4277777777777776
875,,,2.4305555555555554
876,,,2.433333333333333
877,,,2.436111111111111
878,,,2.438888888888889
879,,,2.441666666666667
880,,,2.4444444444444446
881,,,2.4472222222222224
882,,,2.45
883,,,2.452777777777778
884,,,2.4555555555555557
885,,,2.4583333333333335
886,,,2.4611111111111112
887,,,2.463888888888889
888,,,2.466666666666667
889,,,2.4694444444444446
890,,,2.4722222222222223
891,,,2.475
892,,,2.477777777777778
893,,,2.4805555555555556
894,,,2.4833333333333334
895,,,2.486111111111111
896,,,2.488888888888889
897,,,2.4916666666666667
898,,,2.4944444444444445
899,,,2.4972222222222222
900,,,2.5
901,,,2.5027777777777778
902,,,2.5055555555555555
903,,,2.5083333333333333
904,,,2.511111111111111
905,,,2.513888888888889
906,,,2.5166666666666666
907,,,2.5194444444444444
908,,,2.522222222222222
909,,,2.525
910,,,2.5277777777777777
911,,,2.5305555555555554
912,,,2.533333333333333
913,,,2.536111111111111
914,,,2.5388888888888888
915,,,2.5416666666666665
916,,,2.5444444444444443
917,,,2.547222222222222
918,,,2.55
919,,,2.5527777777777776
920,,,2.5555555555555554
921,,,2.558333333333333
922,,,2.561111111111111
923,,,2.563888888888889
924,,,2.566666666666667
925,,,2.5694444444444446
926,,,2.5722222222222224
927,,,2.575
928,,,2.577777777777778
929,,,2.5805555555555557
930,,,2.5833333333333335
931,,,2.5861111111111112
932,,,2.588888888888889
933,,,2.591666666666667
934,,,2.5944444444444446
935,,,2.5972222222222223
936,,,2.6
937,,,2.602777777777778
938,,,2.6055555555555556
939,,,2.6083333333333334
940,,,2.611111111111111
941,,,2.613888888888889
942,,,2.6166666666666667
943,,,2.6194444444444445
944,,,2.6222222222222222
945,,,2.625
946,,,2.6277777777777778
947,,,2.6305555555555555
948,,,2.6333333333333333
949,,,2.636111111111111
950,,,2.638888888888889
951,,,2.6416666666666666
952,,,2.6444444444444444
953,,,2.647222222222222
954,,,2.65
955,,,2.6527777777777777
956,,,2.6555555555555554
957,,,2.658333333333333
958,,,2.661111111111111
959,,,2.6638888888888888
960,,,2.6666666666666665
961,,,2.6694444444444443
962,,,2.672222222222222
963,,,2.675
964,,,2.6777777777777776
965,,,2.6805555555555554
966,,,2.683333333333333
967,,,2.686111111111111
968,,,2.688888888888889
969,,,2.691666666666667
970,,,2.6944444444444446
971,,,2.6972222222222224
972,,,2.7
973,,,2.702777777777778
974,,,2.7055555555555557
975,,,2.7083333333333335
976,,,2.7111111111111112
977,,,2.713888888888889
978,,,2.716666666666667
979,,,2.7194444444444446
980,,,2.7222222222222223
981,,,2.725
982,,,2.727777777777778
983,,,2.7305555555555556
984,,,2.7333333333333334
985,,,2.736111111111111
986,,,2.738888888888889
987,,,2.7416666666666667
988,,,2.7444444444444445
989,,,2.7472222222222222
990,,,2.75
991,,,2.7527777777777778
992,,,2.7555555555555555
993,,,2.7583333333333333
994,,,2.761111111111111
995,,,2.763888888888889
996,,,2.7666666666666666
997,,,2.7694444444444444
998,,,2.772222222222222
999,,,2.775
1000,,,2.7777777777777777
1001,,,2.7805555555555554
1002,,,2.783333333333333
1003,,,2.786111111111111
1004,,,2.7888888888888888
1005,,,2.7916666666666665
1006,,,2.7944444444444443
1007,,,2.797222222222222
1008,,,2.8
1009,,,2.8027777777777776
1010,,,2.8055555555555554
1011,,,2.808333333333333
1012,,,2.811111111111111
1013,,,2.813888888888889
1014,,,2.816666666666667
1015,,,2.8194444444444446
1016,,,2.8222222222222224
1017,,,2.825
1018,,,2.827777777777778
1019,,,2.8305555555555557
1020,,,2.8333333333333335
1021,,,2.8361111111111112
1022,,,2.838888888888889
1023,,,2.841666666666667
1024,,,2.8444444444444446
1025,,,2.8472222222222223
1026,,,2.85
1027,,,2.852777777777778
1028,,,2.8555555555555556
1029,,,2.8583333333333334
1030,,,2.861111111111111
1031,,,2.863888888888889
1032,,,2.8666666666666667
1033,,,2.8694444444444445
1034,,,2.8722222222222222
1035,,,2.875
1036,,,2.8777777777777778
1037,,,2.8805555555555555
1038,,,2.8833333333333333
1039,,,2.886111111111111
1040,,,2.888888888888889
1041,,,2.8916666666666666
1042,,,2.8944444444444444
1043,,,2.897222222222222
1044,,,2.9
1045,,,2.9027777777777777
1046,,,2.9055555555555554
1047,,,2.908333333333333
1048,,,2.911111111111111
1049,,,2.9138888888888888
1050,,,2.9166666666666665
1051,,,2.9194444444444443
1052,,,2.922222222222222
1053,,,2.925
1054,,,2.9277777777777776
1055,,,2.9305555555555554
1056,,,2.933333333333333
1057,,,2.936111111111111
1058,,,2.938888888888889
1059,,,2.941666666666667
1060,,,2.9444444444444446
1061,,,2.9472222222222224
1062,,,2.95
1063,,,2.952777777777778
1064,,,2.9555555555555557
1065,,,2.9583333333333335
1066,,,2.9611111111111112
1067,,,2.963888888888889
1068,,,2.966666666666667
1069,,,2.9694444444444446
1070,,,2.9722222222222223
1071,,,2.975
1072,,,2.977777777777778
1073,,,2.9805555555555556
1074,,,2.9833333333333334
1075,,,2.986111111111111
1076,,,2.988888888888889
1077,,,2.9916666666666667
1078,,,2.9944444444444445
1079,,,2.9972222222222222
1080,,,3.0
1081,,,3.0027777777777778
1082,,,3.0055555555555555
1083,,,3.0083333333333333
1084,,,3.011111111111111
1085,,,3.013888888888889
1086,,,3.0166666666666666
1087,,,3.0194444444444444
1088,,,3.022222222222222
1089,,,3.025
1090,,,3.0277777777777777
1091,,,3.0305555555555554
1092,,,3.033333333333333
1093,,,3.036111111111111
1094,,,3.0388888888888888
1095,,,3.0416666666666665
1096,,,3.0444444444444443
1097,,,3.047222222222222
1098,,,3.05
1099,,,3.0527777777777776
1100,,,3.0555555555555554
1101,,,3.058333333333333
1102,,,3.061111111111111
1103,,,3.063888888888889
1104,,,3.066666666666667
1105,,,3.0694444444444446
1106,,,3.0722222222222224
1107,,,3.075
1108,,,3.077777777777778
1109,,,3.0805555555555557
1110,,,3.0833333333333335
1111,,,3.0861111111111112
1112,,,3.088888888888889
1113,,,3.091666666666667
1114,,,3.0944444444444446
1115,,,3.0972222222222223
1116,,,3.1
1117,,,3.102777777777778
1118,,,3.1055555555555556
1119,,,3.1083333333333334
1120,,,3.111111111111111
1121,,,3.113888888888889
1122,,,3.1166666666666667
1123,,,3.1194444444444445
